sexe,age,poids_kg,taille_cm,imc,imc_categorie,objectif,niveau,seances_semaine,type_programme,intensite,split_musculaire
homme,22,107,161,41.3,obesite,perte_poids,avance,5,cardio_dominant,3,full_body
homme,42,92,162,35.1,obesite,tonification,avance,4,mixte,2,push_pull
femme,46,99,156,40.7,obesite,tonification,debutant,3,mixte,2,haut_bas
femme,63,95,172,32.1,obesite,tonification,avance,5,mixte,3,push_pull
femme,58,62,159,24.5,normal,prise_masse,avance,6,musculation,3,ppl
femme,18,71,178,22.4,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,43,81,155,33.7,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,19,70,170,24.2,normal,prise_masse,avance,6,musculation,3,ppl
femme,49,65,178,20.5,normal,prise_masse,intermediaire,4,musculation,2,push_pull
homme,64,105,167,37.6,obesite,prise_masse,avance,6,musculation,4,ppl
homme,17,66,165,24.2,normal,endurance,debutant,4,cardio_dominant,2,full_body
homme,52,65,194,17.3,maigreur,perte_poids,avance,5,HIIT,3,full_body
homme,31,78,182,23.5,normal,tonification,avance,4,mixte,2,push_pull
homme,21,90,163,33.9,obesite,tonification,intermediaire,3,mixte,2,haut_bas
homme,25,68,167,24.4,normal,perte_poids,intermediaire,4,HIIT,3,full_body
homme,29,101,191,27.7,surpoids,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,29,64,191,17.5,maigreur,tonification,debutant,4,mixte,2,haut_bas
femme,16,64,155,26.6,surpoids,tonification,debutant,3,mixte,2,haut_bas
homme,55,116,182,35.0,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,50,58,172,19.6,normal,endurance,debutant,3,cardio_dominant,2,full_body
homme,17,82,167,29.4,surpoids,prise_masse,intermediaire,5,musculation,2,ppl
homme,28,116,177,37.0,obesite,prise_masse,intermediaire,4,musculation,2,push_pull
femme,43,76,175,24.8,normal,tonification,avance,5,mixte,2,push_pull
femme,61,99,171,33.9,obesite,prise_masse,debutant,5,musculation,1,ppl
homme,43,117,173,39.1,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,40,83,153,35.5,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,44,49,176,15.8,maigreur,endurance,avance,4,cardio_dominant,3,full_body
femme,57,97,169,34.0,obesite,tonification,intermediaire,5,mixte,3,haut_bas
homme,27,109,180,33.6,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,23,95,169,33.3,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,30,96,189,26.9,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,61,90,195,23.7,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,28,65,176,21.0,normal,tonification,intermediaire,3,mixte,3,haut_bas
femme,23,71,158,28.4,surpoids,tonification,debutant,3,mixte,2,haut_bas
femme,34,46,168,16.3,maigreur,tonification,debutant,3,mixte,2,haut_bas
homme,18,106,168,37.6,obesite,tonification,intermediaire,5,mixte,1,haut_bas
homme,46,63,161,24.3,normal,endurance,avance,4,cardio_dominant,5,full_body
femme,38,93,160,36.3,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,35,70,151,30.7,obesite,tonification,avance,5,mixte,3,push_pull
homme,30,58,166,21.0,normal,endurance,avance,4,cardio_dominant,5,full_body
homme,26,83,187,23.7,normal,perte_poids,intermediaire,3,HIIT,3,full_body
femme,32,48,177,15.3,maigreur,perte_poids,avance,4,HIIT,3,full_body
femme,55,89,160,34.8,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
homme,24,70,189,19.6,normal,prise_masse,avance,6,musculation,2,ppl
femme,49,78,153,33.3,obesite,tonification,avance,4,mixte,3,push_pull
femme,46,91,174,30.1,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,31,98,167,35.1,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,29,62,191,17.0,maigreur,perte_poids,debutant,3,HIIT,2,full_body
femme,37,51,165,18.7,normal,tonification,debutant,3,mixte,3,haut_bas
femme,25,86,164,32.0,obesite,endurance,avance,4,cardio_dominant,3,full_body
homme,28,120,188,34.0,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,52,64,171,21.9,normal,tonification,debutant,3,mixte,2,haut_bas
homme,27,113,161,43.6,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,21,80,153,34.2,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,37,120,187,34.3,obesite,tonification,avance,4,mixte,2,push_pull
femme,62,69,170,23.9,normal,perte_poids,debutant,4,HIIT,2,full_body
homme,49,118,177,37.7,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,19,69,174,22.8,normal,prise_masse,debutant,4,musculation,2,push_pull
homme,30,90,166,32.7,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
homme,29,118,177,37.7,obesite,prise_masse,avance,5,musculation,4,ppl
femme,62,63,169,22.1,normal,endurance,avance,4,cardio_dominant,4,full_body
femme,36,55,157,22.3,normal,endurance,avance,4,cardio_dominant,4,full_body
femme,58,45,180,13.9,maigreur,tonification,debutant,4,mixte,2,haut_bas
homme,59,76,164,28.3,surpoids,prise_masse,intermediaire,4,musculation,2,push_pull
femme,46,60,177,19.2,normal,perte_poids,intermediaire,3,HIIT,3,full_body
homme,26,119,193,31.9,obesite,endurance,debutant,3,cardio_dominant,3,full_body
homme,47,112,181,34.2,obesite,endurance,avance,5,cardio_dominant,3,full_body
femme,16,74,161,28.5,surpoids,tonification,intermediaire,4,mixte,3,haut_bas
femme,49,88,158,35.3,obesite,tonification,debutant,3,mixte,2,haut_bas
femme,47,67,154,28.3,surpoids,prise_masse,avance,5,musculation,3,ppl
femme,28,50,173,16.7,maigreur,endurance,debutant,4,cardio_dominant,2,full_body
femme,59,61,155,25.4,surpoids,tonification,avance,5,mixte,2,push_pull
femme,18,57,159,22.5,normal,tonification,intermediaire,5,mixte,3,haut_bas
femme,52,74,175,24.2,normal,perte_poids,intermediaire,4,HIIT,3,full_body
homme,59,114,169,39.9,obesite,tonification,avance,4,mixte,2,push_pull
femme,20,63,165,23.1,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,47,61,167,21.9,normal,prise_masse,intermediaire,5,musculation,2,ppl
femme,38,53,158,21.2,normal,perte_poids,debutant,4,HIIT,3,full_body
homme,62,73,177,23.3,normal,perte_poids,avance,4,HIIT,3,full_body
homme,38,115,162,43.8,obesite,endurance,debutant,3,cardio_dominant,3,full_body
femme,32,51,180,15.7,maigreur,tonification,intermediaire,4,mixte,3,haut_bas
homme,59,72,180,22.2,normal,tonification,avance,4,mixte,2,push_pull
femme,35,50,159,19.8,normal,prise_masse,intermediaire,6,musculation,1,ppl
femme,43,98,175,32.0,obesite,prise_masse,intermediaire,4,musculation,2,push_pull
femme,61,88,179,27.5,surpoids,endurance,avance,5,cardio_dominant,4,full_body
femme,45,71,180,21.9,normal,tonification,intermediaire,3,mixte,2,haut_bas
homme,31,93,168,33.0,obesite,tonification,debutant,4,mixte,2,haut_bas
femme,58,70,154,29.5,surpoids,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,57,62,151,27.2,surpoids,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,19,97,190,26.9,surpoids,endurance,avance,4,cardio_dominant,5,full_body
homme,24,118,169,41.3,obesite,prise_masse,avance,5,musculation,2,ppl
homme,47,55,179,17.2,maigreur,endurance,avance,4,cardio_dominant,4,full_body
homme,31,67,167,24.0,normal,prise_masse,avance,5,musculation,3,ppl
homme,35,70,163,26.3,surpoids,tonification,intermediaire,4,mixte,2,haut_bas
homme,58,111,176,35.8,obesite,prise_masse,avance,5,musculation,3,ppl
homme,48,76,175,24.8,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,47,82,153,35.0,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,45,51,175,16.7,maigreur,tonification,avance,5,mixte,4,push_pull
homme,52,70,189,19.6,normal,perte_poids,intermediaire,4,HIIT,3,full_body
femme,55,87,170,30.1,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
femme,45,91,178,28.7,surpoids,prise_masse,intermediaire,5,musculation,2,ppl
homme,38,81,192,22.0,normal,endurance,avance,5,cardio_dominant,4,full_body
homme,61,113,181,34.5,obesite,prise_masse,intermediaire,4,musculation,2,push_pull
femme,57,98,179,30.6,obesite,tonification,debutant,4,mixte,2,haut_bas
femme,65,77,172,26.0,surpoids,prise_masse,avance,6,musculation,3,ppl
femme,41,98,169,34.3,obesite,endurance,avance,4,cardio_dominant,4,full_body
homme,59,118,166,42.8,obesite,prise_masse,debutant,5,musculation,2,ppl
homme,64,104,171,35.6,obesite,prise_masse,debutant,5,musculation,1,ppl
homme,44,64,162,24.4,normal,endurance,debutant,4,cardio_dominant,2,full_body
homme,40,112,166,40.6,obesite,prise_masse,intermediaire,4,musculation,1,push_pull
homme,59,111,191,30.4,obesite,prise_masse,intermediaire,5,musculation,2,ppl
homme,53,66,172,22.3,normal,tonification,avance,4,mixte,2,push_pull
homme,39,55,168,19.5,normal,prise_masse,debutant,5,musculation,2,ppl
homme,28,118,193,31.7,obesite,endurance,debutant,3,cardio_dominant,2,full_body
femme,24,80,169,28.0,surpoids,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,49,53,152,22.9,normal,perte_poids,avance,5,HIIT,3,full_body
femme,37,79,169,27.7,surpoids,prise_masse,debutant,4,musculation,2,push_pull
femme,20,67,172,22.6,normal,endurance,intermediaire,3,cardio_dominant,2,full_body
homme,41,94,192,25.5,surpoids,prise_masse,avance,5,musculation,3,ppl
homme,37,59,161,22.8,normal,tonification,intermediaire,4,mixte,2,haut_bas
femme,62,80,156,32.9,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,38,59,164,21.9,normal,prise_masse,intermediaire,4,musculation,1,push_pull
homme,22,60,177,19.2,normal,tonification,debutant,3,mixte,2,haut_bas
homme,30,93,190,25.8,surpoids,endurance,intermediaire,3,cardio_dominant,2,full_body
homme,51,57,184,16.8,maigreur,prise_masse,avance,6,musculation,2,ppl
femme,51,72,172,24.3,normal,prise_masse,intermediaire,4,musculation,2,push_pull
homme,43,98,172,33.1,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,16,60,186,17.3,maigreur,perte_poids,debutant,3,HIIT,3,full_body
homme,34,78,188,22.1,normal,perte_poids,debutant,3,HIIT,2,full_body
homme,58,116,185,33.9,obesite,endurance,debutant,3,cardio_dominant,2,full_body
homme,61,118,173,39.4,obesite,endurance,avance,5,cardio_dominant,3,full_body
homme,65,101,179,31.5,obesite,tonification,avance,5,mixte,1,push_pull
homme,22,119,194,31.6,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,24,58,152,25.1,surpoids,tonification,intermediaire,5,mixte,3,haut_bas
homme,31,59,169,20.7,normal,perte_poids,intermediaire,5,HIIT,3,full_body
femme,18,98,165,36.0,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,55,62,151,27.2,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
femme,29,59,151,25.9,surpoids,tonification,intermediaire,4,mixte,3,haut_bas
femme,50,47,159,18.6,normal,perte_poids,avance,5,HIIT,2,full_body
femme,17,93,156,38.2,obesite,endurance,avance,5,cardio_dominant,5,full_body
femme,64,92,179,28.7,surpoids,tonification,avance,4,mixte,4,push_pull
femme,52,72,164,26.8,surpoids,endurance,avance,5,cardio_dominant,4,full_body
femme,24,60,179,18.7,normal,tonification,avance,4,mixte,3,push_pull
femme,34,79,174,26.1,surpoids,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,57,87,177,27.8,surpoids,endurance,intermediaire,5,cardio_dominant,3,full_body
femme,44,56,177,17.9,maigreur,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,56,116,182,35.0,obesite,tonification,debutant,3,mixte,2,haut_bas
homme,20,95,195,25.0,surpoids,endurance,avance,5,cardio_dominant,4,full_body
femme,56,59,154,24.9,normal,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,59,78,162,29.7,surpoids,prise_masse,debutant,5,musculation,2,ppl
homme,17,87,176,28.1,surpoids,prise_masse,debutant,5,musculation,2,ppl
homme,48,64,166,23.2,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,59,102,180,31.5,obesite,prise_masse,debutant,5,musculation,2,ppl
femme,54,65,150,28.9,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
femme,55,63,180,19.4,normal,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,54,68,161,26.2,surpoids,endurance,debutant,3,cardio_dominant,3,full_body
femme,18,82,176,26.5,surpoids,prise_masse,intermediaire,6,musculation,3,ppl
femme,52,59,180,18.2,maigreur,perte_poids,debutant,4,HIIT,2,full_body
homme,36,111,190,30.7,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
femme,65,96,157,38.9,obesite,prise_masse,intermediaire,5,musculation,2,ppl
femme,62,73,157,29.6,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
femme,54,75,170,26.0,surpoids,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,24,97,176,31.3,obesite,prise_masse,avance,5,musculation,4,ppl
femme,34,95,158,38.1,obesite,prise_masse,avance,6,musculation,3,ppl
homme,52,73,192,19.8,normal,tonification,intermediaire,4,mixte,2,haut_bas
homme,23,76,160,29.7,surpoids,prise_masse,intermediaire,5,musculation,2,ppl
femme,43,47,177,15.0,maigreur,perte_poids,debutant,3,HIIT,2,full_body
homme,43,104,193,27.9,surpoids,prise_masse,avance,6,musculation,3,ppl
homme,53,98,181,29.9,surpoids,endurance,debutant,3,cardio_dominant,1,full_body
homme,42,112,182,33.8,obesite,perte_poids,avance,5,cardio_dominant,3,full_body
femme,62,53,172,17.9,maigreur,endurance,intermediaire,3,cardio_dominant,4,full_body
homme,40,113,183,33.7,obesite,prise_masse,debutant,5,musculation,2,ppl
femme,37,76,159,30.1,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,64,65,162,24.8,normal,endurance,intermediaire,3,cardio_dominant,2,full_body
homme,52,90,193,24.2,normal,prise_masse,intermediaire,6,musculation,2,ppl
femme,33,63,153,26.9,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
homme,58,84,166,30.5,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,16,79,162,30.1,obesite,prise_masse,debutant,5,musculation,3,ppl
homme,62,109,178,34.4,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,23,90,172,30.4,obesite,endurance,debutant,4,cardio_dominant,1,full_body
femme,33,53,177,16.9,maigreur,endurance,debutant,3,cardio_dominant,1,full_body
homme,26,96,164,35.7,obesite,prise_masse,avance,6,musculation,3,ppl
homme,61,67,187,19.2,normal,endurance,debutant,4,cardio_dominant,2,full_body
homme,30,103,168,36.5,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,24,91,191,24.9,normal,tonification,debutant,3,mixte,2,haut_bas
homme,47,63,187,18.0,maigreur,prise_masse,debutant,4,musculation,3,push_pull
homme,56,103,176,33.3,obesite,tonification,avance,4,mixte,2,push_pull
femme,34,59,176,19.0,normal,prise_masse,intermediaire,6,musculation,2,ppl
femme,22,63,165,23.1,normal,endurance,avance,4,cardio_dominant,4,full_body
femme,58,60,160,23.4,normal,tonification,intermediaire,4,mixte,3,haut_bas
femme,60,67,153,28.6,surpoids,endurance,avance,5,cardio_dominant,5,full_body
femme,31,88,163,33.1,obesite,tonification,avance,4,mixte,3,push_pull
homme,32,96,195,25.2,surpoids,tonification,debutant,4,mixte,2,haut_bas
femme,33,48,158,19.2,normal,tonification,intermediaire,4,mixte,4,haut_bas
femme,30,71,164,26.4,surpoids,perte_poids,intermediaire,5,cardio_dominant,1,full_body
homme,54,71,181,21.7,normal,perte_poids,avance,4,HIIT,2,full_body
homme,65,100,181,30.5,obesite,tonification,debutant,3,mixte,2,haut_bas
homme,50,75,172,25.4,surpoids,endurance,avance,5,cardio_dominant,3,full_body
homme,42,97,183,29.0,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,48,68,161,26.2,surpoids,perte_poids,debutant,4,cardio_dominant,2,full_body
homme,30,58,179,18.1,maigreur,prise_masse,intermediaire,6,musculation,3,ppl
homme,57,103,167,36.9,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
femme,62,77,152,33.3,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,54,79,185,23.1,normal,perte_poids,avance,5,HIIT,4,full_body
femme,28,74,158,29.6,surpoids,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,30,50,163,18.8,normal,tonification,intermediaire,4,mixte,3,haut_bas
femme,31,77,167,27.6,surpoids,endurance,avance,5,cardio_dominant,4,full_body
femme,61,79,174,26.1,surpoids,tonification,intermediaire,3,mixte,3,haut_bas
homme,46,102,188,28.9,surpoids,tonification,debutant,3,mixte,2,haut_bas
femme,51,51,152,22.1,normal,prise_masse,avance,5,musculation,3,ppl
femme,55,70,154,29.5,surpoids,prise_masse,debutant,5,musculation,2,ppl
homme,35,107,176,34.5,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,33,55,186,15.9,maigreur,perte_poids,intermediaire,5,HIIT,3,full_body
femme,31,86,180,26.5,surpoids,tonification,intermediaire,4,mixte,3,haut_bas
femme,20,89,163,33.5,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,28,76,167,27.3,surpoids,prise_masse,avance,6,musculation,2,ppl
homme,56,76,191,20.8,normal,perte_poids,intermediaire,5,HIIT,3,full_body
femme,43,52,159,20.6,normal,tonification,debutant,4,mixte,3,haut_bas
femme,52,68,178,21.5,normal,endurance,avance,4,cardio_dominant,4,full_body
homme,45,115,176,37.1,obesite,endurance,avance,4,cardio_dominant,3,full_body
homme,36,56,190,15.5,maigreur,prise_masse,avance,6,musculation,2,ppl
femme,28,89,159,35.2,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,45,84,151,36.8,obesite,endurance,debutant,3,cardio_dominant,2,full_body
homme,33,79,160,30.9,obesite,endurance,avance,5,cardio_dominant,5,full_body
femme,41,94,169,32.9,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,62,68,169,23.8,normal,perte_poids,avance,4,HIIT,3,full_body
femme,53,78,175,25.5,surpoids,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,30,45,155,18.7,normal,tonification,debutant,3,mixte,2,haut_bas
homme,36,55,190,15.2,maigreur,prise_masse,debutant,4,musculation,1,push_pull
homme,58,109,188,30.8,obesite,prise_masse,avance,6,musculation,3,ppl
homme,65,103,185,30.1,obesite,prise_masse,avance,6,musculation,4,ppl
femme,21,78,160,30.5,obesite,endurance,avance,4,cardio_dominant,3,full_body
femme,47,73,167,26.2,surpoids,prise_masse,intermediaire,6,musculation,3,ppl
homme,17,77,182,23.2,normal,tonification,avance,5,mixte,1,push_pull
femme,28,80,169,28.0,surpoids,tonification,debutant,4,mixte,2,haut_bas
homme,16,79,183,23.6,normal,prise_masse,intermediaire,6,musculation,2,ppl
homme,54,56,192,15.2,maigreur,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,61,89,151,39.0,obesite,tonification,intermediaire,4,mixte,3,haut_bas
homme,47,113,190,31.3,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,61,74,161,28.5,surpoids,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,44,62,167,22.2,normal,perte_poids,intermediaire,5,HIIT,4,full_body
femme,28,99,158,39.7,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
femme,49,68,173,22.7,normal,prise_masse,avance,5,musculation,2,ppl
femme,20,48,171,16.4,maigreur,tonification,avance,4,mixte,4,push_pull
homme,18,111,171,38.0,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,16,98,173,32.7,obesite,prise_masse,avance,6,musculation,3,ppl
femme,60,81,164,30.1,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,27,50,179,15.6,maigreur,perte_poids,debutant,3,HIIT,2,full_body
homme,45,102,173,34.1,obesite,prise_masse,debutant,4,musculation,1,push_pull
homme,35,71,172,24.0,normal,endurance,avance,4,cardio_dominant,4,full_body
femme,36,81,154,34.2,obesite,prise_masse,intermediaire,5,musculation,2,ppl
homme,32,92,171,31.5,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,65,67,161,25.8,surpoids,endurance,avance,5,cardio_dominant,5,full_body
homme,50,74,184,21.9,normal,perte_poids,avance,4,HIIT,2,full_body
femme,34,88,175,28.7,surpoids,endurance,avance,4,cardio_dominant,4,full_body
femme,32,58,174,19.2,normal,perte_poids,avance,4,HIIT,3,full_body
homme,24,115,171,39.3,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
femme,36,47,168,16.7,maigreur,tonification,avance,4,mixte,3,push_pull
homme,37,97,190,26.9,surpoids,prise_masse,intermediaire,6,musculation,1,ppl
homme,50,114,170,39.4,obesite,endurance,intermediaire,3,cardio_dominant,4,full_body
femme,43,89,168,31.5,obesite,tonification,avance,5,mixte,3,push_pull
homme,46,98,183,29.3,surpoids,endurance,avance,5,cardio_dominant,4,full_body
homme,52,89,187,25.5,surpoids,perte_poids,intermediaire,4,cardio_dominant,2,full_body
homme,52,80,193,21.5,normal,prise_masse,intermediaire,4,musculation,2,push_pull
femme,65,95,159,37.6,obesite,perte_poids,debutant,3,cardio_dominant,2,full_body
femme,58,45,164,16.7,maigreur,tonification,debutant,3,mixte,2,haut_bas
homme,31,78,165,28.7,surpoids,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,16,102,195,26.8,surpoids,prise_masse,avance,6,musculation,3,ppl
homme,46,82,185,24.0,normal,tonification,avance,5,mixte,3,push_pull
homme,64,95,168,33.7,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,43,100,173,33.4,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,17,82,173,27.4,surpoids,tonification,avance,4,mixte,2,push_pull
homme,48,98,183,29.3,surpoids,prise_masse,intermediaire,4,musculation,2,push_pull
femme,47,53,157,21.5,normal,perte_poids,avance,4,HIIT,3,full_body
femme,57,69,160,27.0,surpoids,tonification,debutant,3,mixte,2,haut_bas
femme,46,97,171,33.2,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,49,88,162,33.5,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,16,106,166,38.5,obesite,endurance,avance,4,cardio_dominant,4,full_body
femme,58,86,165,31.6,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,54,69,176,22.3,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,27,52,161,20.1,normal,endurance,avance,5,cardio_dominant,4,full_body
femme,61,66,150,29.3,surpoids,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,18,63,164,23.4,normal,tonification,debutant,3,mixte,1,haut_bas
femme,59,83,178,26.2,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
femme,27,62,167,22.2,normal,endurance,debutant,4,cardio_dominant,2,full_body
homme,54,59,179,18.4,maigreur,tonification,intermediaire,3,mixte,2,haut_bas
homme,50,65,171,22.2,normal,tonification,debutant,3,mixte,2,haut_bas
homme,45,99,177,31.6,obesite,tonification,intermediaire,5,mixte,2,haut_bas
femme,18,68,160,26.6,surpoids,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,56,98,165,36.0,obesite,tonification,avance,5,mixte,2,push_pull
homme,43,65,176,21.0,normal,prise_masse,avance,5,musculation,4,ppl
femme,31,79,166,28.7,surpoids,endurance,avance,4,cardio_dominant,4,full_body
femme,60,92,158,36.9,obesite,prise_masse,intermediaire,4,musculation,2,push_pull
homme,16,89,178,28.1,surpoids,tonification,debutant,4,mixte,2,haut_bas
femme,54,74,158,29.6,surpoids,prise_masse,intermediaire,6,musculation,2,ppl
homme,20,83,180,25.6,surpoids,prise_masse,debutant,5,musculation,3,ppl
femme,50,66,169,23.1,normal,tonification,avance,5,mixte,3,push_pull
homme,44,99,180,30.6,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,59,55,172,18.6,normal,prise_masse,avance,6,musculation,3,ppl
homme,21,99,191,27.1,surpoids,perte_poids,avance,4,cardio_dominant,3,full_body
femme,44,65,174,21.5,normal,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,42,110,182,33.2,obesite,prise_masse,avance,5,musculation,4,ppl
femme,24,79,162,30.1,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,23,82,173,27.4,surpoids,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,64,100,186,28.9,surpoids,tonification,avance,4,mixte,2,push_pull
femme,58,51,170,17.6,maigreur,endurance,intermediaire,5,cardio_dominant,2,full_body
femme,47,70,177,22.3,normal,tonification,debutant,4,mixte,2,haut_bas
femme,16,63,162,24.0,normal,prise_masse,debutant,5,musculation,3,ppl
homme,42,108,186,31.2,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
homme,54,65,192,17.6,maigreur,prise_masse,avance,6,musculation,1,ppl
femme,46,85,168,30.1,obesite,prise_masse,debutant,4,musculation,1,push_pull
homme,26,79,192,21.4,normal,tonification,avance,5,mixte,2,push_pull
homme,24,96,172,32.4,obesite,prise_masse,intermediaire,5,musculation,2,ppl
homme,31,113,189,31.6,obesite,prise_masse,avance,6,musculation,2,ppl
homme,26,97,167,34.8,obesite,tonification,avance,4,mixte,2,push_pull
homme,49,107,162,40.8,obesite,perte_poids,avance,5,cardio_dominant,1,full_body
homme,61,70,194,18.6,normal,tonification,intermediaire,5,mixte,2,haut_bas
homme,41,92,163,34.6,obesite,tonification,intermediaire,5,mixte,3,haut_bas
femme,56,77,179,24.0,normal,tonification,avance,5,mixte,3,push_pull
homme,62,69,176,22.3,normal,perte_poids,debutant,3,HIIT,2,full_body
femme,29,75,175,24.5,normal,prise_masse,debutant,5,musculation,2,ppl
homme,64,86,191,23.6,normal,tonification,avance,5,mixte,2,push_pull
femme,52,61,172,20.6,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,30,58,178,18.3,maigreur,prise_masse,avance,6,musculation,2,ppl
femme,56,81,155,33.7,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,60,96,173,32.1,obesite,endurance,debutant,3,cardio_dominant,2,full_body
femme,17,59,170,20.4,normal,tonification,intermediaire,3,mixte,3,haut_bas
homme,63,120,183,35.8,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,36,119,169,41.7,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,46,56,165,20.6,normal,prise_masse,avance,6,musculation,3,ppl
homme,30,81,179,25.3,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,52,113,191,31.0,obesite,prise_masse,intermediaire,6,musculation,1,ppl
homme,56,106,162,40.4,obesite,prise_masse,intermediaire,4,musculation,1,push_pull
homme,19,65,194,17.3,maigreur,endurance,avance,5,cardio_dominant,4,full_body
homme,30,86,171,29.4,surpoids,prise_masse,intermediaire,6,musculation,3,ppl
homme,21,90,177,28.7,surpoids,perte_poids,avance,4,cardio_dominant,3,full_body
homme,29,62,179,19.4,normal,prise_masse,avance,5,musculation,3,ppl
femme,19,95,167,34.1,obesite,tonification,debutant,4,mixte,3,haut_bas
homme,21,111,167,39.8,obesite,prise_masse,intermediaire,5,musculation,2,ppl
homme,23,110,160,43.0,obesite,tonification,intermediaire,5,mixte,1,haut_bas
homme,54,107,176,34.5,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,34,120,190,33.2,obesite,endurance,avance,5,cardio_dominant,4,full_body
homme,35,119,195,31.3,obesite,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,46,120,180,37.0,obesite,tonification,debutant,4,mixte,2,haut_bas
